PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
39778272,Artificially tagging tumors with nano-aluminum adjuvant-tethered antigen mRNA recruits and activates antigen-specific cytotoxic T cells for enhanced cancer immunotherapy.,2025-Jan-03,"Aining Shen, Jing Zhao, Zhenwei Su, Maoze Wang","Institute of Systems and Physical Biology, Shenzhen Bay Laboratory, Shenzhen, 518107, China., Institute of Systems and Physical Biology, Shenzhen Bay Laboratory, Shenzhen, 518107, China., Institute of Systems and Physical Biology, Shenzhen Bay Laboratory, Shenzhen, 518107, China., Institute of Systems and Physical Biology, Shenzhen Bay Laboratory, Shenzhen, 518107, China; Guoke Ningbo Life Science and Health Industry Research Institute, Ningbo, 315040, China.",
39778271,Nanomedicine-unlocked radiofrequency dynamic therapy dampens incomplete radiofrequency ablation-arised immunosuppression to suppress cancer relapse.,2025-Jan-02,,,
39778243,Doxorubicin prodrug for γ-glutamyl transpeptidase imaging and on-demand cancer therapy.,2025-Jan-02,,,
39778224,The pathway alteration load is a pan-cancer determinant of outcome of targeted therapies: results from the Drug Rediscovery Protocol (DRUP).,2025-Jan-07,"K Verkerk, L J Zeverijn, J van de Haar, P Roepman, B S Geurts, V van der Noort, L R Hoes, H M W Verheul, E E Voest","Division of Molecular Oncology & Immunology, Netherlands Cancer Institute, Amsterdam, The Netherlands; Oncode Institute, Utrecht, The Netherlands., Division of Molecular Oncology & Immunology, Netherlands Cancer Institute, Amsterdam, The Netherlands; Oncode Institute, Utrecht, The Netherlands., Division of Molecular Oncology & Immunology, Netherlands Cancer Institute, Amsterdam, The Netherlands; Oncode Institute, Utrecht, The Netherlands., Hartwig Medical Foundation, Amsterdam, The Netherlands., Division of Molecular Oncology & Immunology, Netherlands Cancer Institute, Amsterdam, The Netherlands; Oncode Institute, Utrecht, The Netherlands., Department of Biometrics, Netherlands Cancer Institute, Amsterdam, The Netherlands., Division of Molecular Oncology & Immunology, Netherlands Cancer Institute, Amsterdam, The Netherlands; Oncode Institute, Utrecht, The Netherlands., Department of Medical Oncology, Erasmus Medical Center, Rotterdam, The Netherlands., Division of Molecular Oncology & Immunology, Netherlands Cancer Institute, Amsterdam, The Netherlands; Oncode Institute, Utrecht, The Netherlands. Electronic address: e.voest@nki.nl.",e.voest@nki.nl.
39778223,Deintensification of Radiotherapy Use in Treatment of Ductal Carcinoma In Situ in the Netherlands-A Nationwide Overview From 2008 Until 2022.,2024-Dec-17,"M J C van der Sangen, L Strobbe, M J Aarts, M C W M Bloemers","Catharina Hospital, Department of Radiation Oncology, Michelangelolaan 2, 5623 EJ Eindhoven, the Netherlands., Canisius Wilhelmina Hospital, Department of Surgery, Weg door Jonkerbos 100, 6532 SZ Nijmegen, the Netherlands., Netherlands Comprehensive Cancer Organisation (IKNL), Department of Research and Development, Godebaldkwartier 419, 3511 DT Utrecht, the Netherlands., The Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital, Department of Radiation Oncology, Plesmanlaan 121, 1066 CX Amsterdam, the Netherlands.",
39778222,Integration of EMAP-II-targeted anti-angiogenesis and photodynamic therapy using zinc phthalocyanine nanosystem for enhanced cancer treatment.,2025-Jan-03,,,
39778168,Talquetamab plus Teclistamab in Relapsed or Refractory Multiple Myeloma.,2025-Jan-09,,,
39778122,Incomplete Toxicity Reporting and Use of Toxicity-Minimizing Language in Phase III Oncology Trials.,2025-Jan-08,,,
39778113,"Optimal use, combinations, and sequencing of therapies in advanced prostate cancer.",2025-Jan-08,,,
39778102,Prephase steroid use and association with dose delays and outcomes in a real-world cohort of older adults treated for diffuse large B-cell lymphoma.,2025-Jan-08,"Alexander R Vartanov, Jill S Hasler, Elizabeth A Handorf, Zachary A K Frosch","Department of Bone Marrow Transplant and Cellular Therapy, Fox Chase Cancer Center, Philadelphia, PA, USA., Biostatistics and Bioinformatics Facility, Fox Chase Cancer Center, Philadelphia, PA, USA., Biostatistics and Bioinformatics Facility, Fox Chase Cancer Center, Philadelphia, PA, USA., Department of Hematology/Oncology and Cancer Prevention and Control Research Program, Fox Chase Cancer Center, Philadelphia, PA, USA.",
39778094,Home Medication Regimen Complexity in Newly Diagnosed Pediatric Oncology Patients.,2025-Jan-07,,,
39778090,Short- and Long-Term Efficacy of Hyperbaric Oxygen Therapy in Irradiated Breast Cancer Patients With Long-Standing Lymphedema: A Prospective Case Series.,2025-Jan,Siriarrayapa Chachvarat,"Nakhon Si Thammarat Cancer Hospital, Nakhon Si Thammarat, Nakhon Si Thammarat, Thailand.",
39778077,PARP-1 Inhibition Increases Oxidative Stress in Ets-1-Expressing MDA-MB-231 Breast Cancer Cells.,2025-Jan,"Magalie Hervieu, Arnaud J Legrand, Emilie Floquet, Thierry Idziorek, Corentin Spriet, Didier Monté, Vincent Villeret, Marc Aumercier, Souhaila Choul-Li","CNRS EMR9002 Integrative Structural Biology, Lille, France., CNRS EMR9002 Integrative Structural Biology, Lille, France., CNRS EMR9002 Integrative Structural Biology, Lille, France., Univ. Lille, CNRS, Inserm, CHU Lille, UMR9020-U1277-CANTHER-Cancer Heterogeneity Plasticity and Resistance to Therapies, Lille, France., Univ. Lille, CNRS, Inserm, CHU Lille, Institut Pasteur de Lille, US41-UMS2014-PLBS, F-59000, Lille, France; Univ. Lille, CNRS, UMR8576-UGSF-Structural and Functional Glycobiology Unit, Lille, France., CNRS EMR9002 Integrative Structural Biology, Lille, France., CNRS EMR9002 Integrative Structural Biology, Lille, France., CNRS EMR9002 Integrative Structural Biology, Lille, France., Département de Biologie, Faculté des Sciences, Université Chouaïb Doukkali, El Jadida, Morocco.",
39778066,"Disability-Adjusted Life Years (DALYs) due to Breast, Cervical, Colorectal and Oral Cancers in Taiwan Regions.",2025-Jan,,,
39778029,Metal-Protein Hybrid Materials: Unlocking New Frontiers in Biomedical Applications.,2025-Jan-07,,,
39777993,Lymph Node Metastasis for pN+ Superficial Esophageal Squamous Cell Carcinoma.,2025-Jan,"Jinchang Wei, Qi Liu, Anlin Hao, Yi He","Department of Thoracic Surgery, Linzhou Esophageal Cancer Hospital, Linzhou, China., Department of Thoracic Surgery, Henan Tumor Hospital, Zhengzhou, China., Department of Thoracic Surgery, Anyang Tumor Hospital, Anyang, China., Department of Thoracic Surgery, Henan Provincial People's Hospital, Zhengzhou, China.",
39777927,"Budesonide, Added to PTCy-Based Regimen, for Prevention of Acute GI GVHD After Allogeneic Stem Cell Transplantation.",2025-Jan-08,,,
39777919,"Desmoplastic melanoma in Sweden in 2009-2022: A population-based registry study demonstrating distinctive tumour characteristics, incidence and survival trends.",2025-Jan-08,"Yodit Girmay, Francesca Portelli, Hildur Helgadottir","Department of Oncology and Pathology, Karolinska Institutet, Stockholm, Sweden., Department of Oncology and Pathology, Karolinska Institutet, Stockholm, Sweden., Department of Oncology and Pathology, Karolinska Institutet, Stockholm, Sweden.",
39777843,Multicomponent Polymerization toward Poly(BODIPY-sulfonamide)s as Unique SO2 Generators for Sonodynamic and Gas Combination Therapy.,2025-Jan-07,,,
